id,name,rating,position,height,foot,rare,pace,shooting,passing,dribbling,defending,heading,diving,handling,kicking,reflexes,speed,positioning
173370, Benny Feilhaber,74,M,175, Right,0,70,66,70,70,66,70,70,66,70,70,66,70
173373, Sergio Romero,77,GK,192, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
173383, Trevor Trevisan,64,D,186, Left,0,53,36,53,53,36,53,53,36,53,53,36,53
173401, Andris Vanins,70,GK,185, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
173415, Marco Knaller,58,GK,192, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
173426, Simon Mignolet,74,GK,193, Right,1,0,0,0,0,0,0,0,0,0,0,0,0
173432, Héctor Moreno,76,D,182, Left,0,68,46,68,68,46,68,68,46,68,68,46,68
173434, Pablo Barrera,75,M,175, Right,0,82,75,82,82,75,82,82,75,82,82,75,82
173436, Nathan Dyer,73,A,165, Right,1,88,56,88,88,56,88,88,56,88,88,56,88
173440, Miles Addison,69,D,188, Right,0,52,27,52,52,27,52,52,27,52,52,27,52
173444, Giles Barnes,67,A,182, Right,0,77,57,77,77,57,77,77,57,77,77,57,77
173454, Darcy Blake,66,D,165, Right,0,71,48,71,71,48,71,71,48,71,71,48,71
173470, Christoph Leitgeb,72,M,172, Right,1,79,60,79,79,60,79,79,60,79,79,60,79
173474, Zlatko Junuzović,74,M,172, Right,1,76,70,76,76,70,76,76,70,76,76,70,76
173490, Rômulo,61,A,185, Right,0,65,55,65,65,55,65,65,55,65,65,55,65
173498, Lloyd James,62,M,178, Right,1,59,43,59,59,43,59,59,43,59,59,43,59
173514, Ian Morris,58,M,183, Left,0,62,44,62,62,44,62,62,44,62,62,44,62
173518, Tom Clarke,59,D,180, Right,0,64,31,64,64,31,64,64,31,64,64,31,64
173521, Marcano,74,D,187, Left,1,70,47,70,70,47,70,70,47,70,70,47,70
173529, Marko Pantelić,75,A,183, Right,0,59,74,59,59,74,59,59,74,59,59,74,59
173531, Ben Amos,62,GK,193, Right,1,0,0,0,0,0,0,0,0,0,0,0,0
173533, David Button,62,GK,191, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
173538, Mark Randall,61,M,182, Right,0,67,52,67,67,52,67,67,52,67,67,52,67
173546, James Tomkins,74,D,191, Right,1,65,32,65,65,32,65,65,32,65,65,32,65
173549, Josh Walker,60,M,181, Right,0,63,56,63,63,56,63,63,56,63,63,56,63
173555, Andreas Arestidou,58,GK,180, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
173557, Lee Sawyer,57,M,176, Right,0,73,47,73,73,47,73,73,47,73,73,47,73
173568, Branimir Bajić,66,D,187, Left,0,56,33,56,56,33,56,56,33,56,56,33,56
173579, Ruz,63,D,167, Right,1,82,46,82,82,46,82,82,46,82,82,46,82
173600, Roberto Lago,68,D,178, Left,0,79,53,79,79,53,79,79,53,79,79,53,79
173602, Jonathan Vila,66,D,186, Right,0,56,46,56,56,46,56,56,46,56,56,46,56
173614, Jason Pearce,66,D,185, Left,0,67,27,67,67,27,67,67,27,67,67,27,67
173633, Scott Gallacher,57,GK,188, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
173638, Steven Kinniburgh,47,M,182, Right,0,68,28,68,68,28,68,68,28,68,68,28,68
173642, Jordan McMillan,53,D,178, Right,0,53,27,53,53,27,53,53,27,53,53,27,53
173649, Simon Ferry,58,M,175, Right,0,69,56,69,69,56,69,69,56,69,69,56,69
173654, Paul McGowan,66,A,170, Left,0,71,64,71,71,64,71,71,64,71,71,64,71
173660, Paul Caddis,62,D,170, Right,0,70,33,70,70,33,70,70,33,70,70,33,70
173666, Nicky Law,68,M,178, Right,0,72,59,72,72,59,72,72,59,72,72,59,72
173667, Rúrik Gíslason,70,A,184, Right,0,77,63,77,77,63,77,77,63,77,77,63,77
173673, Stephen Quinn,67,M,168, Left,0,65,69,65,65,69,65,65,69,65,65,69,65
173681, Alan Martin,58,GK,183, Left,0,0,0,0,0,0,0,0,0,0,0,0,0
173703, Rhys Williams,69,M,187, Right,0,69,53,69,69,53,69,69,53,69,69,53,69
173731, Gareth Bale,86,M,183, Left,1,92,79,92,92,79,92,92,79,92,92,79,92
173734, James Wilson,64,D,188, Right,0,64,28,64,64,28,64,64,28,64,64,28,64
173735, Neil Taylor,68,D,175, Left,0,75,41,75,75,41,75,75,41,75,75,41,75
173752, Chris Gunter,73,D,180, Right,0,70,45,70,70,45,70,70,45,70,70,45,70
173765, Wayne Brown,61,M,175, Right,0,74,58,74,74,58,74,74,58,74,74,58,74
173770, Michel,74,M,183, Right,1,67,68,67,67,68,67,67,68,67,67,68,67
173771, Łukasz Piszczek,76,D,184, Right,0,83,64,83,83,64,83,83,64,83,83,64,83
173785, Luke Joyce,57,M,180, Right,0,70,49,70,70,49,70,70,49,70,70,49,70
173792, John Sullivan,61,GK,188, Right,1,0,0,0,0,0,0,0,0,0,0,0,0
173804, Luke Howell,58,M,180, Right,0,65,39,65,65,39,65,65,39,65,65,39,65
173805, Michael Spillane,62,D,188, Right,0,68,35,68,68,35,68,68,35,68,68,35,68
173807, Chris Martin,60,GK,183, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
173812, Ross Gaynor,57,A,178, Left,0,71,53,71,71,53,71,71,53,71,71,53,71
173815, Michael Bostwick,62,M,193, Right,1,61,53,61,61,53,61,61,53,61,61,53,61
173818, Adrián,75,A,180, Right,0,83,69,83,83,69,83,83,69,83,83,69,83
173822, Zamora,61,D,186, Right,0,63,49,63,63,49,63,63,49,63,63,49,63
173825, Luke Potter,60,D,192, Left,0,61,23,61,61,23,61,61,23,61,61,23,61
173834, Neal Eardley,70,D,180, Right,0,77,60,77,77,60,77,77,60,77,77,60,77
173835, Deane Smalley,60,A,180, Right,1,77,54,77,77,54,77,77,54,77,77,54,77
173836, Lewis Alessandra,59,A,175, Right,1,75,52,75,75,52,75,75,52,75,75,52,75
173857, Mariano Andújar,77,GK,194, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
173859, Sam Baldock,68,A,170, Right,0,80,66,80,80,66,80,80,66,80,80,66,80
173889, Danny Racchi,58,M,173, Right,0,73,51,73,73,51,73,73,51,73,73,51,73
173893, James Berrett,61,M,178, Right,0,68,49,68,68,49,68,68,49,68,68,49,68
173899, Joe Skarz,62,D,183, Left,0,74,33,74,74,33,74,74,33,74,74,33,74
173909, Kevin-Prince Boateng,82,M,185, Right,1,80,76,80,80,76,80,80,76,80,80,76,80
173969, Steven Leslie,57,M,191, Left,0,72,49,72,72,49,72,72,49,72,72,49,72
174013, Olmo,63,D,176, Left,1,63,45,63,63,45,63,63,45,63,63,45,63
174045, Danny Haynes,68,A,180, Right,1,90,63,90,90,63,90,90,63,90,90,63,90
174138, José Veiga,54,GK,185, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
174203, Shane Smeltz,72,A,185, Right,1,68,70,68,68,70,68,68,70,68,68,70,68
174204, Andrew Boyens,60,D,193, Left,1,31,35,31,31,35,31,31,35,31,31,35,31
174206, Glen Moss,65,GK,187, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
174360, Rene Mihelič,67,M,177, Right,0,71,65,71,71,65,71,71,65,71,71,65,71
174379, Gonzalo Castro,79,A,176, Left,0,84,71,84,84,71,84,84,71,84,84,71,84
174382, Sunny,65,M,180, Right,0,65,51,65,65,51,65,65,51,65,65,51,65
174400, Moeneeb Josephs,65,GK,184, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
174402, Siboniso Gaxa,63,D,178, Right,1,82,39,82,82,39,82,82,39,82,82,39,82
174543, Claudio Bravo,77,GK,184, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
174549, Matías Fernández,81,M,176, Right,0,74,75,74,74,75,74,74,75,74,74,75,74
174551, Humberto Suazo,78,A,172, Right,0,79,79,79,79,79,79,79,79,79,79,79,79
174621, Honour Gombami,63,M,178, Right,1,83,58,83,83,58,83,83,58,83,83,58,83
174669, Krzysztof Mączyński,61,M,175, Right,0,56,49,56,56,49,56,56,49,56,56,49,56
174670, Patryk Małecki,70,A,170, Right,0,78,70,78,78,70,78,78,70,78,78,70,78
174804, Drissa Diakite,71,D,175, Right,0,74,39,74,74,39,74,74,39,74,74,39,74
174808, Jimmy Kébé,71,M,187, Right,1,93,58,93,93,58,93,93,58,93,93,58,93
174812, Adama Tamboura,65,D,171, Left,0,77,56,77,77,56,77,77,56,77,77,56,77
174941, Tiko,63,D,175, Right,0,66,48,66,66,48,66,66,48,66,66,48,66
175033, Kang Jin Ouk,61,D,181, Right,0,69,40,69,69,40,69,69,40,69,69,40,69
175092, Maynor Figueroa,74,D,180, Left,1,86,63,86,86,63,86,86,63,86,86,63,86
175105, Wilson Palacios,79,M,178, Right,1,73,62,73,73,62,73,73,62,73,73,62,73
175243, Segundo Castillo,71,M,178, Right,0,76,68,76,76,68,76,76,68,76,76,68,76
175253, Walter Ayoví,72,M,171, Left,1,71,66,71,71,66,71,71,66,71,71,66,71
175254, Felipe Caicedo,77,A,185, Left,0,74,76,74,74,76,74,74,76,74,74,76,74
175313, Erton Fejzullahu,64,A,180, Right,0,65,58,65,65,58,65,65,58,65,65,58,65
175314, Kevin McDonald,65,M,188, Right,0,74,54,74,74,54,74,74,54,74,74,54,74
175316, Lewis Stevenson,61,D,170, Left,0,59,24,59,59,24,59,59,24,59,59,24,59
175323, Yssouf Koné,66,A,184, Right,0,72,66,72,72,66,72,72,66,72,72,66,72
175341, Gilberto,62,M,180, Left,0,74,54,74,74,54,74,74,54,74,74,54,74
175367, David Goodwillie,75,A,175, Right,0,84,69,84,84,69,84,84,69,84,84,69,84
175379, Pedro León,77,M,183, Right,1,68,74,68,68,74,68,68,74,68,68,74,68
175381, Chadli Amri,67,M,178, Right,1,81,58,81,81,58,81,81,58,81,81,58,81
175386, Felix Borja,68,A,181, Right,0,75,64,75,75,64,75,75,64,75,75,64,75
175388, Ayoze,70,M,172, Left,0,78,61,78,78,61,78,78,61,78,78,61,78
175389, Dennis Oliech,72,A,181, Right,1,94,68,94,94,68,94,94,68,94,94,68,94
175391, Mateus,71,A,174, Right,1,89,67,89,89,67,89,89,67,89,89,67,89
175447, Giancarlo Maldonado,68,A,173, Right,0,66,74,66,66,74,66,66,74,66,66,74,66
175567, Balboa,65,M,182, Right,1,86,55,86,86,55,86,86,55,86,86,55,86
175579, Rui Miguel,73,M,175, Right,1,76,68,76,76,68,76,76,68,76,76,68,76
175603, Rene Gilmartin,61,GK,196, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
175671, Jan Ďurica,74,D,187, Left,1,72,47,72,72,47,72,72,47,72,72,47,72
175683, Aleksandar Luković,73,D,185, Left,0,72,57,72,72,57,72,72,57,72,72,57,72
175688, Jermaine Taylor,65,D,178, Right,0,63,32,63,63,32,63,63,32,63,63,32,63
175724, Mario Mutsch,61,D,173, Left,0,59,54,59,59,54,59,59,54,59,59,54,59
175751, Roy Myrie,66,D,185, Right,0,80,57,80,80,57,80,80,57,80,80,57,80
175753, Cristian Bolaños,75,M,178, Right,0,83,71,83,83,71,83,83,71,83,83,71,83
175759, Nukri Revishvili,75,GK,188, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
175818, Tom De Sutter,71,A,192, Right,1,72,68,72,72,68,72,72,68,72,72,68,72
175835, Hassan El Mouataz,65,D,179, Left,0,74,52,74,74,52,74,74,52,74,74,52,74
175847, Baiano,71,D,177, Right,1,84,61,84,84,61,84,84,61,84,84,61,84
175894, Constant Djakpa,69,D,177, Left,0,75,51,75,75,51,75,75,51,75,75,51,75
175895, Vadis Odjidja-Ofoe,73,M,185, Right,1,76,71,76,76,71,76,76,71,76,76,71,76
175897, Samir Ujkani,70,GK,186, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
175911, Karim Belhocine,66,M,188, Right,0,58,58,58,58,58,58,58,58,58,58,58,58
175932, Ritchie De Laet,69,D,186, Right,0,64,36,64,64,36,64,64,36,64,64,36,64
175934, Kenny Steppe,66,GK,182, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
175943, Dries Mertens,79,A,169, Right,1,86,73,86,86,73,86,86,73,86,86,73,86
175961, Hans Julius Norbye,60,D,176, Right,1,91,45,91,91,45,91,91,45,91,91,45,91
175962, Niko Bungert,69,D,188, Right,0,72,53,72,72,53,72,72,53,72,72,53,72
175964, Sascha Dum,64,M,189, Left,1,87,58,87,87,58,87,87,58,87,87,58,87
175966, Kevin Janssens,63,M,175, Left,1,67,56,67,67,56,67,67,56,67,67,56,67
175990, Jan Rosenthal,74,M,186, Right,1,66,72,66,66,72,66,66,72,66,66,72,66
175996, Daniel Halfar,69,M,173, Left,1,84,64,84,84,64,84,84,64,84,84,64,84
176003, Joeri Dequevy,64,M,174, Right,1,78,57,78,78,57,78,78,57,78,78,57,78
176009, Sven Kums,71,M,176, Right,1,65,65,65,65,65,65,65,65,65,65,65,65
176014, Ernest Webnje Nfor,66,A,180, Right,1,87,66,87,87,66,87,87,66,87,87,66,87
176018, Bart Buysse,68,D,179, Left,0,73,46,73,73,46,73,73,46,73,73,46,73
176019, Thomas Matton,66,M,178, Right,0,59,64,59,59,64,59,59,64,59,59,64,59
176024, Prince Tagoe,72,A,188, Right,1,72,71,72,72,71,72,72,71,72,72,71,72
176029, Hélder Barbosa,75,A,172, Left,0,81,65,81,81,65,81,81,65,81,81,65,81
176031, Pereirinha,74,M,175, Right,1,84,66,84,84,66,84,84,66,84,84,66,84
176035, Nebojša Pavlović,66,M,190, Right,0,52,54,52,52,54,52,52,54,52,52,54,52
176038, Joseph Akpala,68,A,185, Right,1,86,64,86,86,64,86,86,64,86,86,64,86
176048, Kei Kamara,66,A,188, Right,0,80,62,80,80,62,80,80,62,80,80,62,80
17605, Timmy Simons,76,M,186, Right,0,50,59,50,50,59,50,50,59,50,50,59,50
176050, Jason Garey,62,A,183, Right,0,53,59,53,53,59,53,53,59,53,53,59,53
176052, Jed Zayner,62,D,180, Right,0,67,47,67,67,47,67,67,47,67,67,47,67
176054, Dady,66,A,190, Left,0,52,63,52,52,63,52,52,63,52,52,63,52
176057, Mike Chabala,62,D,185, Left,0,67,52,67,67,52,67,67,52,67,67,52,67
176058, Patrick Ianni,65,D,185, Right,0,67,33,67,67,33,67,67,33,67,67,33,67
176061, Jonathan Bornstein,64,M,175, Left,1,80,60,80,80,60,80,80,60,80,80,60,80
176062, Sacha Kljestan,69,M,184, Right,0,71,68,71,71,68,71,71,68,71,71,68,71
176071, Dax McCarty,68,M,175, Right,0,66,64,66,66,64,66,66,64,66,66,64,66
176074, Blake Wagner,56,D,178, Left,0,61,55,61,61,55,61,61,55,61,61,55,61
176075, Marc Burch,60,D,188, Left,1,65,62,65,65,62,65,65,62,65,65,62,65
176078, Nathan Sturgis,64,M,178, Right,1,62,62,62,62,62,62,62,62,62,62,62,62
176094, Przemysław Tytoń,76,GK,195, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
176102, Milivoje Novakovič,78,A,192, Right,0,76,74,76,76,74,76,76,74,76,76,74,76
176103, Zlatan Ljubijankič,71,A,184, Right,1,80,65,80,80,65,80,80,65,80,80,65,80
176104, Valter Birsa,75,M,184, Left,0,77,74,77,77,74,77,77,74,77,77,74,77
176105, Miran Burgič,65,A,181, Right,0,69,60,69,69,60,69,69,60,69,69,60,69
176123, Wouter Corstjens,65,D,185, Left,0,63,38,63,63,38,63,63,38,63,63,38,63
176137, Jelle Vossen,73,A,177, Right,1,64,76,64,64,76,64,64,76,64,64,76,64
176154, Anthony Van Loo,65,D,178, Right,0,73,41,73,73,41,73,73,41,73,73,41,73
176202, Stipe Matić,64,D,188, Right,0,43,39,43,43,39,43,43,39,43,43,39,43
176207, Rafał Boguski,64,A,173, Right,0,74,58,74,74,58,74,74,58,74,74,58,74
176209, Cezary Wilk,68,M,180, Left,0,77,59,77,77,59,77,77,59,77,77,59,77
176210, Jacek Kiełb,65,A,183, Left,0,80,59,80,80,59,80,80,59,80,80,59,80
176219, Calen Carr,62,A,183, Right,1,84,57,84,84,57,84,84,57,84,84,57,84
176224, Colin Clark,64,M,183, Left,0,73,57,73,73,57,73,73,57,73,73,57,73
176226, Jacob Peterson,63,M,178, Right,1,75,64,75,75,64,75,75,64,75,75,64,75
176230, Tyson Wahl,63,D,188, Left,1,69,61,69,69,61,69,69,61,69,69,61,69
176235, Mehdi Ballouchy,65,M,180, Left,0,72,61,72,72,61,72,72,61,72,72,61,72
176236, Ryan Johnson,65,A,185, Right,0,76,63,76,76,63,76,76,63,76,76,63,76
176237, Jozy Altidore,74,A,186, Right,1,74,73,74,74,73,74,74,73,74,74,73,74
176240, Marvell Wynne,66,D,175, Right,1,96,51,96,96,51,96,96,51,96,96,51,96
176241, Stephen Keel,62,D,183, Right,0,63,36,63,63,36,63,63,36,63,63,36,63
176253, Rafał Grodzicki,62,D,192, Left,1,48,40,48,48,40,48,48,40,48,48,40,48
176259, Tomasz Zahorski,61,A,190, Right,1,75,55,75,75,55,75,75,55,75,75,55,75
176264, Manuel Arboleda,73,D,188, Left,1,73,44,73,73,44,73,73,44,73,73,44,73
176266, Lucas Leiva,78,M,179, Right,0,72,48,72,72,48,72,72,48,72,72,48,72
176270, Yura Movsisyan,70,A,185, Left,1,87,68,87,87,68,87,87,68,87,87,68,87
176285, Winston Reid,69,D,190, Right,0,70,38,70,70,38,70,70,38,70,70,38,70
176294, Marcio Careca,66,D,171, Left,1,81,58,81,81,58,81,81,58,81,81,58,81
176296, Kim Tae Yoon,58,D,182, Right,0,56,37,56,56,37,56,56,37,56,56,37,56
176300, Kim Joo Hwan,54,M,175, Right,0,61,47,61,61,47,61,61,47,61,61,47,61
176301, Ha Dae Sung,66,M,180, Right,0,72,56,72,72,56,72,72,56,72,72,56,72
176303, Cho Hong Kyoo,56,D,185, Right,0,52,36,52,52,36,52,52,36,52,52,36,52
176304, Park Jung Sik,55,D,180, Right,0,36,48,36,36,48,36,36,48,36,36,48,36
176310, Kang Min Hyuk,62,D,180, Right,0,49,37,49,49,37,49,49,37,49,49,37,49
176311, Lee Jung Rae,61,GK,185, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
176312, Kim Geun Chol,63,M,177, Right,1,78,67,78,78,67,78,78,67,78,78,67,78
176316, Jeong Kyung Ho,63,M,168, Right,0,65,47,65,65,47,65,65,47,65,65,47,65
176317, Kim Dong Chan,67,A,168, Right,0,80,61,80,80,61,80,80,61,80,80,61,80
176322, Park Sung Ho,63,A,190, Right,0,66,60,66,66,60,66,66,60,66,66,60,66
176325, Lee Seung Hyon,67,A,175, Right,1,93,49,93,93,49,93,93,49,93,93,49,93
176326, Yeo Hyo Jin,59,D,188, Right,0,52,33,52,52,33,52,52,33,52,52,33,52
176328, Adi,69,M,182, Left,1,78,62,78,78,62,78,78,62,78,78,62,78
176331, Lee Gil Hoon,60,M,178, Right,0,61,56,61,61,56,61,61,56,61,61,56,61
176341, Han Dong Jin,58,GK,183, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
176345, Kwoun Sun Tae,67,GK,183, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
176346, Choi Chul Soon,66,D,173, Right,0,77,33,77,77,33,77,77,33,77,77,33,77
176347, Jung In Whan,60,D,187, Right,1,77,33,77,77,33,77,77,33,77,77,33,77
176348, Yeom Ki Hun,73,A,182, Left,1,81,71,81,81,71,81,81,71,81,81,71,81
176349, Jeon Kwang Hwan,60,D,173, Right,0,72,40,72,72,40,72,72,40,72,72,40,72
17635, Michael Lamey,67,D,186, Right,0,71,48,71,71,48,71,71,48,71,71,48,71
176357, John Mousinho,61,M,185, Right,1,80,53,80,80,53,80,80,53,80,80,53,80
176362, Lecsinel Jean-François,62,D,188, Left,0,63,29,63,63,29,63,63,29,63,63,29,63
176363, Alexandre Licata,72,A,178, Left,0,77,69,77,77,69,77,77,69,77,77,69,77
176368, Kim Chang Soo,66,D,178, Right,1,85,56,85,85,56,85,85,56,85,85,56,85
176370, Kim Yong Tae,60,A,176, Right,0,64,50,64,64,50,64,64,50,64,64,50,64
176373, Bae Ki Jong,65,M,180, Right,1,89,61,89,89,61,89,89,61,89,89,61,89
176376, Ignacio Piatti,72,M,181, Right,1,77,66,77,77,66,77,77,66,77,77,66,77
176377, Duško Tošić,70,D,185, Left,0,74,39,74,74,39,74,74,39,74,74,39,74
176380, David Ferreira,77,M,166, Right,0,71,73,71,71,73,71,71,73,71,71,73,71
176389, Jung Sung Ryong,73,GK,189, Right,1,0,0,0,0,0,0,0,0,0,0,0,0
176390, Kim Myung Jung,61,A,182, Right,1,74,65,74,74,65,74,74,65,74,74,65,74
176392, Park Hee Chul,63,M,179, Right,1,80,50,80,80,50,80,80,50,80,80,50,80
176402, Jang Kyung Jin,59,D,184, Right,0,43,34,43,43,34,43,43,34,43,43,34,43
176406, Lee Sang Ho,65,M,173, Right,0,75,64,75,75,64,75,75,64,75,75,64,75
176408, Kim Young Sam,61,M,174, Right,0,73,48,73,73,48,73,73,48,73,73,48,73
176414, Denilson,76,M,178, Right,0,72,67,72,72,67,72,72,67,72,72,67,72
176416, Arnaud Brocard,61,GK,185, Right,1,0,0,0,0,0,0,0,0,0,0,0,0
176418, Lima,70,D,182, Right,0,51,52,51,51,52,51,51,52,51,51,52,51
176425, Éder Luís,76,A,169, Right,1,89,71,89,89,71,89,89,71,89,89,71,89
176428, Jérôme Polenz,62,D,183, Right,0,73,56,73,73,56,73,73,56,73,73,56,73
176430, John Jairo Mosquera,65,A,192, Right,0,73,64,73,73,64,73,73,64,73,73,64,73
176431, Benjamin Fuchs,60,D,180, Right,0,68,44,68,68,44,68,68,44,68,68,44,68
176442, Robert Milsom,64,M,179, Left,1,73,68,73,73,68,73,73,68,73,73,68,73
176453, Devon McTavish,58,D,180, Right,0,66,54,66,66,54,66,66,54,66,66,54,66
176480, Jean Calvé,67,D,183, Right,0,66,51,66,66,51,66,66,51,66,66,51,66
176481, Mevlüt Erdinç,77,A,181, Right,0,79,73,79,79,73,79,79,73,79,79,73,79
176482, Julien Quercia,73,A,168, Right,1,83,69,83,83,69,83,83,69,83,83,69,83
176485, Ibrahima Ba,61,M,185, Right,0,63,54,63,63,54,63,63,54,63,63,54,63
176518, Mauricio Victorino,78,D,182, Right,0,77,58,77,77,58,77,77,58,77,77,58,77
176527, Guillaume Loriot,65,M,188, Left,0,51,54,51,51,54,51,51,54,51,51,54,51
176546, Juan Camilo Zúñiga,77,M,172, Right,0,85,67,85,85,67,85,85,67,85,85,67,85
176550, David Ospina,77,GK,183, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
176553, Simone Missiroli,70,M,191, Right,0,76,64,76,76,64,76,76,64,76,76,64,76
176564, Garry Bocaly,74,D,180, Right,0,79,55,79,79,55,79,79,55,79,79,55,79
176571, André Ayew,81,M,176, Left,1,87,74,87,87,74,87,87,74,87,87,74,87
176572, Kay Voser,65,D,173, Right,1,81,54,81,81,54,81,81,54,81,81,54,81
176575, Scott Sutter,67,M,181, Right,0,79,50,79,79,50,79,79,50,79,79,50,79
176578, Dragan Djukic,58,GK,183, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
176580, Luis Suárez,85,A,181, Right,1,80,83,80,80,83,80,80,83,80,80,83,80
176586, Juan Ángel Albín,75,M,179, Left,0,76,69,76,76,69,76,76,69,76,76,69,76
176592, Markus Palionis,61,D,194, Left,1,31,38,31,31,38,31,31,38,31,31,38,31
176600, Kévin Gameiro,83,A,172, Right,1,85,80,85,85,80,85,85,80,85,85,80,85
176605, Pablo Estifer Armero,77,D,174, Left,0,85,67,85,85,67,85,85,67,85,85,67,85
176608, Javier Reina,69,M,173, Left,1,84,63,84,84,63,84,84,63,84,84,63,84
176613, Carlos Valdés,69,D,183, Right,0,68,40,68,68,40,68,68,40,68,68,40,68
176618, Edwin Valencia,72,M,181, Right,1,68,54,68,68,54,68,68,54,68,68,54,68
176619, Adrián Ramos,76,A,185, Right,0,80,71,80,80,71,80,80,71,80,80,71,80
176627, Änis Ben-Hatira,72,M,181, Left,1,81,68,81,81,68,81,81,68,81,81,68,81
176628, Jahmir Hyka,61,M,168, Right,1,76,54,76,76,54,76,76,54,76,76,54,76
176635, Mesut Özil,86,M,181, Left,1,78,74,78,78,74,78,78,74,78,78,74,78
176638, Dasan Robinson,59,D,180, Right,0,42,40,42,42,40,42,42,40,42,42,40,42
176645, Zdeněk Zlámal,60,GK,193, Right,1,0,0,0,0,0,0,0,0,0,0,0,0
176674, Ricardo Berna,73,GK,188, Right,1,0,0,0,0,0,0,0,0,0,0,0,0
176676, Marcelo,82,D,172, Left,1,86,70,86,86,70,86,86,70,86,86,70,86
176681, Marcelo Lomba,71,GK,187, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
176687, Andreas Beck,76,D,180, Right,0,80,43,80,80,43,80,80,43,80,80,43,80
176688, Sebastian Boenisch,71,D,191, Right,1,68,55,68,68,55,68,68,55,68,68,55,68
176692, Alharbi El Jadeyaoui,67,A,175, Right,1,85,55,85,85,55,85,85,55,85,85,55,85
176693, Jean-Sylvain Babin,66,D,182, Right,1,51,36,51,51,36,51,51,36,51,51,36,51
176712, Julien Toudic,64,A,172, Right,1,78,63,78,78,63,78,78,63,78,78,63,78
176731, Pontus Wernbloom,71,M,186, Right,0,62,65,62,62,65,62,62,65,62,62,65,62
176732, Mattias Bjärsmyr,68,D,186, Right,0,65,45,65,65,45,65,65,45,65,65,45,65
176733, Marcus Berg,75,A,184, Right,0,71,71,71,71,71,71,71,71,71,71,71,71
176737, Björn Ziegenbein,66,M,174, Right,1,81,68,81,81,68,81,81,68,81,81,68,81
176741, Rafael Moura,76,A,189, Right,1,58,74,58,58,74,58,58,74,58,58,74,58
176756, Araújo,72,A,172, Left,1,74,68,74,74,68,74,74,68,74,74,68,74
176767, Adriano Basso,64,GK,185, Right,1,0,0,0,0,0,0,0,0,0,0,0,0
176768, Cleber Santana,73,M,185, Right,1,72,72,72,72,72,72,72,72,72,72,72,72
176769, Jonas,77,A,181, Right,0,72,77,72,72,77,72,72,77,72,72,77,72
176772, Alexandre Oukidja,55,GK,185, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
176780, Franck Moussa,60,M,173, Left,0,73,49,73,73,49,73,73,49,73,73,49,73
176790, Stefan Aigner,68,M,185, Right,1,85,57,85,85,57,85,85,57,85,85,57,85
176791, Edward Ofere,69,A,190, Right,0,66,62,66,66,62,66,66,62,66,66,62,66
176794, Ola Toivonen,77,M,191, Right,0,72,76,72,72,76,72,72,76,72,72,76,72
176801, Marvin Emnes,71,A,180, Right,1,85,68,85,85,68,85,85,68,85,85,68,85
176809, Ben Smith,58,GK,179, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
176810, Liam Dickinson,61,A,193, Right,1,71,60,71,71,60,71,71,60,71,71,60,71
176815, Leandro Lima,71,M,169, Right,1,83,67,83,83,67,83,83,67,83,83,67,83
176841, Lukas Jutkiewicz,66,A,185, Left,0,75,66,75,75,66,75,75,66,75,75,66,75
176846, McDonald Mariga,74,M,188, Right,1,68,60,68,68,60,68,68,60,68,68,60,68
176877, Juan Diego González,63,D,180, Right,0,50,49,50,50,49,50,50,49,50,50,49,50
176880, Emmanuel Cerda,63,A,178, Right,1,80,57,80,80,57,80,80,57,80,80,57,80
176894, Mossoró,77,M,170, Right,1,87,73,87,87,73,87,87,73,87,87,73,87
176895, Miguel Pinto,71,GK,183, Right,0,0,0,0,0,0,0,0,0,0,0,0,0
176901, Hugo Droguett,71,M,172, Left,0,79,62,79,79,62,79,79,62,79,79,62,79
176903, Manuel Iturra,70,M,174, Left,0,73,54,73,73,54,73,73,54,73,73,54,73
176927, Welliton,83,A,175, Right,1,92,81,92,92,81,92,92,81,92,92,81,92
